"tf","target","mor","likelihood","state","mor_cytoscape"
"AR","PMAIP1",0.498865488169639,1,"activation",0.498865488169639
"AR","PMEPA1",0.893005380215224,1,"activation",0.893005380215224
"AR","PNPLA4",-0.877475805896875,1,"inhibition",0.877475805896875
"AR","PNRC1",0.377710779481179,1,"activation",0.377710779481179
"AR","PPP2R5D",-0.0374977876576909,1,"inhibition",0.0374977876576909
"AR","PRKCD",0.466642021722415,1,"activation",0.466642021722415
"AR","PRPS1",0.612050401066128,1,"activation",0.612050401066128
"AR","PTGS2",-0.889709032162538,1,"inhibition",0.889709032162538
"AR","PTPN9",-0.939178516286284,1,"inhibition",0.939178516286284
"AR","PTPRM",0.491216817252264,1,"activation",0.491216817252264
"AR","RBMX",0.591156451156942,1,"activation",0.591156451156942
"AR","RBPMS",-0.716239159527791,1,"inhibition",0.716239159527791
"AR","RELA",0.354318240224348,1,"activation",0.354318240224348
"AR","RNASE4",-0.851909458010464,1,"inhibition",0.851909458010464
"AR","SCAP",-0.385088717264158,1,"inhibition",0.385088717264158
"AR","SCNN1A",-0.838791629372778,1,"inhibition",0.838791629372778
"AR","SDF2",-0.920049375449874,1,"inhibition",0.920049375449874
"AR","SERPINB5",-0.805294879208754,1,"inhibition",0.805294879208754
"AR","SERPINI1",-0.0389037146198169,1,"inhibition",0.0389037146198169
"AR","SLC25A11",0.360669763169959,1,"activation",0.360669763169959
"AR","SMARCA2",0.940154239754892,1,"activation",0.940154239754892
"AR","SNAI2",-0.910378426926657,1,"inhibition",0.910378426926657
"AR","SORD",0.9266579169686,1,"activation",0.9266579169686
"AR","SOX4",0.971361900072725,1,"activation",0.971361900072725
"AR","SPDEF",0.695728691829371,1,"activation",0.695728691829371
"AR","STK39",0.417135048765387,1,"activation",0.417135048765387
"AR","STXBP2",0.685194575429473,1,"activation",0.685194575429473
"AR","SUOX",-0.880609967618129,1,"inhibition",0.880609967618129
"AR","TESK1",-0.385088717264158,1,"inhibition",0.385088717264158
"AR","THRA",-0.0482755615558347,1,"inhibition",0.0482755615558347
"AR","TMPRSS2",0.715929584383623,1,"activation",0.715929584383623
"AR","TNFRSF1A",0.59436555280505,1,"activation",0.59436555280505
"AR","TRPS1",-0.964651745456491,1,"inhibition",0.964651745456491
"AR","UBC",-0.838264316815444,1,"inhibition",0.838264316815444
"AR","UBE2D3",-0.0465978361195558,1,"inhibition",0.0465978361195558
"AR","UGT2B15",0.970898270885246,1,"activation",0.970898270885246
"AR","VAPA",0.784032194571512,1,"activation",0.784032194571512
"AR","VEGFA",-0.145711483366994,1,"inhibition",0.145711483366994
"AR","ZBTB16",0.265481779325517,1,"activation",0.265481779325517
"AR","ZCCHC9",0.661964820839465,1,"activation",0.661964820839465
"AR","ZFHX4",-0.75118657484332,1,"inhibition",0.75118657484332
"AR","ZNF559",0.265481779325517,1,"activation",0.265481779325517
